id,data_reclamacao,estado,regiao,categoria,status,texto
539,2024-03-16,SP,Sudeste,Telecomunicações,Não resolvida,Contratei portabilidade da SKY para a Oi e fiquei 10 dias sem linha funcionando. Perdi negócios importantes nesse período.
540,2024-11-29,RJ,Sudeste,Comércio Eletrônico,Não resolvida,"Bom dia, o produto chegou com defeito e a Americanas insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC."
541,2024-12-11,MG,Sudeste,Saúde — Planos,Em análise,"Amil demorou 30 dias pra autorizar uma cirurgia de urgencia, isso é jogar com a vida das pessoas.  Estou indignado. Meu telefone para retorno: (85) 98765-1234."
542,2024-01-07,PB,Nordeste,Transporte Aéreo,Em análise,Voo da Azul cancelado sem aviso prévio em 6 de janeiro. Perdi compromisso de trabalho importante e até hoje não obtive reembolso.
543,2024-03-27,PA,Norte,Telecomunicações,Não resolvida,"cancelei o plano e continuam cobrando, ja é a 6a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear"
544,2023-08-28,BA,Nordeste,Comércio Eletrônico,Sem resposta da empresa,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, nunca recebi o estorno de R$ 52 mil.  Vou registrar no Procon."
545,2023-02-08,RS,Sul,Telecomunicações,Resolvida,Contratei o plano de internet de 600 mega da Claro no dia 17.01.2023 e até hoje a velocidade não passa de 10 mega. Já fiz 3 protocolos e ninguem resolve.  Vou processar a empresa.
546,2023-04-15,RS,Sul,Telecomunicações,Resolvida,"fala que tem 600 mega mas chega aqui em casa 15 mega no maximo, isso e propaganda enganosa nao? quero meu dinhero de volta.  Atenciosamente."
547,2024-10-17,RJ,Sudeste,Transporte Aéreo,Resolvida,atraso constante
548,2024-10-20,MG,Sudeste,Educação,Não resolvida,"Bom dia, atendimento da Estácio é péssimo, ninguém resolve nada."
549,2024-07-07,SP,Sudeste,Bancos e Cartões,Resolvida,"perdi meu cartao no domingo, liguei na hora pra bloquear, e mesmo assim fizeram compra de R$ 54,80 no shopping. quero meu dinheiro de volta urgente."
550,2024-01-06,PR,Sul,Telecomunicações,Não resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 213,46 aparece na minha fatura há 5 meses. 😤😭"
551,2024-02-25,SP,Sudeste,Transporte Aéreo,Não resolvida,Voo da LATAM cancelado sem aviso prévio em 15/02/2024. Perdi compromisso de trabalho importante e até hoje nunca obtive reembolso.  Já naum tenho paciência.
552,2023-02-24,PE,Nordeste,Telecomunicações,Não resolvida,Contratei portabilidade da Net para a Oi e fiquei 10 dias sem linha funcionando. Perdi negócios importantes nesse período.
553,2024-05-15,SP,Sudeste,Seguros,Resolvida,"Boa noite, atendimento da Bradesco Seguros é horrível, ninguém resolve nada."
554,2024-08-31,BA,Nordeste,Comércio Eletrônico,Sem resposta da empresa,"Comprei um aspirador na Amazon, paguei R$ 267,35, e o produto chegou diferente do anunciado. Eu já tentei resolver pela central e fui ignorado.  Aguardo retorno."
555,2023-02-26,SP,Sudeste,Telecomunicações,Resolvida,"Solicitei o cancelamento do plano em 24.08.2023 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito.  Vou registrar no Procon."
556,2024-08-28,BA,Nordeste,Saneamento,Resolvida,"Atendimento da Cedae é ruim demais, ninguém resolve nada."
557,2024-04-04,CE,Nordeste,Telecomunicações,Não resolvida,"cancelei o plano e continuam cobrando, ja é a 3a vez q ligo, ng resolve, vc descontam direto do meu cartao e eu nao consigo bloquear.  Já não tenho paciência."
558,2023-04-23,CE,Nordeste,Energia Elétrica,Não resolvida,péssimo serviço
559,2024-06-06,SP,Sudeste,Telecomunicações,Resolvida,pessimo
560,2024-01-18,SC,Sul,Telecomunicações,Não resolvida,"Meu plano de telefonia da Net parou de funcionar após uma atualização do sistema, e há 5 dias jamais consigo fazer ligações.  Quero cancelar tudo agora."
561,2024-12-06,SC,Sul,Saneamento,Resolvida,ruim
562,2024-03-07,PE,Nordeste,Telecomunicações,Não resolvida,Contratei portabilidade da Oi para a Tim e fiquei 10 dias sem linha funcionando. Perdi negócios importantes nesse período.
563,2024-01-18,RS,Sul,Telecomunicações,Em análise,"Solicitei o cancelamento do plano em 22.09.2024 e continuei sendo cobrado. Eu já enviei e-mail, liguei na central e nada foi feito."
564,2023-04-15,AM,Norte,Educação,Não resolvida,"Bom dia, tenho problemas recorrentes com a Yduqs há meses. Já não confio mais."
565,2023-04-06,SP,Sudeste,Telecomunicações,Resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 20,15 aparece na minha fatura há 3 meses."
566,2023-10-29,MA,Nordeste,Telecomunicações,Não resolvida,Worst customer service ever. I tried to contact them five times with no answer. I want a refund.
567,2023-06-04,SP,Sudeste,Bancos e Cartões,Resolvida,fraude! 🤬
568,2024-10-19,PE,Nordeste,Educação,Não resolvida,"Solicitei o estorno do valor R$ 54,93

Veja detalhes em https://www.consumidor.gov.br/protocolo/12345

Aguardo retorno."
569,2024-08-26,MG,Sudeste,Telecomunicações,Sem resposta da empresa,Contratei portabilidade da Claro para a SKY e fiquei 60 dias sem linha funcionando. Perdi negócios importantes nesse período.
570,2023-02-17,SP,Sudeste,Bancos e Cartões,Não resolvida,"ROUBARAM MEU CARTÃO E O Caixa NÃO QUER ESTORNAR!!! 3 COMPRAS QUE EU NÃO FIZ NO TOTAL DE R$ 156,43!!! ABSURDO.  Atenciosamente."
571,2023-06-26,DF,Centro-Oeste,Comércio Eletrônico,Resolvida,"Cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, jamais recebi o estorno de R$ 55 mil."
572,2024-02-11,PA,Norte,Educação,Resolvida,A Kroton nunca respondeu ao meu protocolo nº 4939065.
573,2023-02-20,SP,Sudeste,Telecomunicações,Não resolvida,A internet caiu há 60 dias e a Vivo jamais dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
574,2024-11-16,GO,Centro-Oeste,Telecomunicações,Não resolvida,"Solicitei o cancelamento do plano em 04-07-2024 e continuei sendo cobrado. Inclusive já enviei e-mail, liguei na central e nada foi feito.  Quero cancelar tudo agora."
575,2024-06-17,BA,Nordeste,Educação,Resolvida,A Anhanguera não respondeu ao meu protocolo nº 5905457.
576,2023-10-20,SP,Sudeste,Telecomunicações,Resolvida,"Estou sendo cobrado por um serviço de assinatura que nunca contratei. O valor de R$ 8.567,42 aparece na minha fatura há 8 meses."
577,2024-03-17,SC,Sul,Telecomunicações,Resolvida,Contratei o plano de internet de 600 mega da Tim no dia 06/12/24 e até até agora a velocidade não passa de 20 mega. Já fiz três protocolos e ninguém resolve.
578,2023-06-15,MG,Sudeste,Telecomunicações,Resolvida,Contratei portabilidade da Net para a Oi e fiquei 30 dias sem linha funcionando. Perdi negócios importantes nesse período.
579,2023-04-11,RN,Nordeste,Energia Elétrica,Resolvida,A luz caiu na minha rua às 16h05 de 25.08.2023 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
580,2024-10-14,AL,Nordeste,Telecomunicações,Não resolvida,"Boa tarde, contratei o plano de internet de 300 mega da Tim no dia 25-05-2024 e até hoje a velocidade nunca passa de 15 mega. Já fiz três protocolos e ninguém resolve. Meu telefone para retorno: (21) 91234-5678."
581,2024-12-28,RJ,Sudeste,Energia Elétrica,Sem resposta da empresa,A luz caiu na minha rua às 14h54 de 30.11.2024 e voltou apenas no dia seguinte. Perdi todos os alimentos do freezer.
582,2024-12-07,RJ,Sudeste,Comércio Eletrônico,Resolvida,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
583,2023-01-27,PA,Norte,Telecomunicações,Sem resposta da empresa,"Boa tarde, a Claro aumentou a mensalidade do meu plano de R$ 84,80 para R$ 43 mil sem aviso prévio. Considero isso prática abusiva.  Quero cancelar tudo agora."
584,2023-09-03,BA,Nordeste,Comércio Eletrônico,Em análise,FAZ 60 DIAS QUE NÃO RECEBO MEU PEDIDO!!! A Casas Bahia É UMA VERGONHA!!! VOU ENTRAR NA JUSTIÇA!!!
585,2024-11-16,MG,Sudeste,Transporte Aéreo,Não resolvida,Voo da Azul cancelado sem aviso prévio em 22-02-2023. Perdi compromisso de trabalho importante e até até agora jamais obtive reembolso.  Já não tenho paciência.
586,2023-09-28,SE,Nordeste,Comércio Eletrônico,Resolvida,"Prezados, comprei um produto na Amazon no dia 25 de abril e até agora nunca recebi. O prazo era de 10 dias e já se passaram 25.  Espero solução urgente."
587,2023-07-15,RJ,Sudeste,Saúde — Planos,Em análise,"Boa noite, o Amil cancelou meu plano alegando inadimplência, mas tenho todos os comprovantes de pagamento em dia.  Quero cancelar tudo agora. 🤬"
588,2023-06-21,MG,Sudeste,Saúde — Planos,Em análise,Meu plano de saúde Unimed negou autorização para um exame solicitado pelo médico em 21-04-2024. Sem justificativa adequada. Meu CPF é 123.456.789-00 para confirmação.
589,2023-11-25,MS,Centro-Oeste,Telecomunicações,Resolvida,"A Net aumentou a mensalidade do meu plano de R$ 14 mil para R$ 574,96 sem aviso prévio. Considero isso prática abusiva.  Aguardo retorno. 👎🤬💸"
590,2024-08-19,GO,Centro-Oeste,Bancos e Cartões,Não resolvida,"Olá, fui ao caixa eletrônico do Caixa no dia 14.03.2023 e a máquina engoliu meu cartão sem fornecer recibo. Já procurei a agência e ninguém deu solução."
591,2023-01-19,SC,Sul,Energia Elétrica,Não resolvida,"Solicitei religação após pagamento da fatura no dia 25.10.2023 e até hoje, 5 dias depois, sigo sem energia.  Vou registrar no Procon."
592,2024-01-26,SP,Sudeste,Bancos e Cartões,Não resolvida,
593,2024-04-02,PE,Nordeste,Imobiliário,Não resolvida,A MRV não respondeu ao meu protocolo nº 3658141.
594,2023-01-18,SP,Sudeste,Comércio Eletrônico,Resolvida,O produto chegou com defeito e a Mercado Livre insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC.
595,2023-12-31,RO,Norte,Transporte Aéreo,Não resolvida,Minha bagagem foi extraviada no voo de 25-08-2023 e a Gol se recusa a indenizar pelo valor declarado.  Aguardo retorno.
596,2023-09-26,SP,Sudeste,Bancos e Cartões,Resolvida,um absurdo
597,2023-11-04,GO,Centro-Oeste,Bancos e Cartões,Não resolvida,
598,2024-06-11,RS,Sul,Energia Elétrica,Não resolvida,Bom dia a luz caiu na minha rua às 00h58 de 08/10/2024 e voltou apenas no dia seguinte Perdi todos os alimentos do freezer  Não recomendo a empresa 😡🤬😤
599,2023-11-27,SP,Sudeste,Bancos e Cartões,Não resolvida,"Tive uma compra jamais reconhecida no valor de R$ 882,44 contestada há 60 dias e o Inter não retornou com nenhuma resposta."
600,2024-02-02,PA,Norte,Comércio Eletrônico,Não resolvida,"Olá, cancelei o pedido por falta de prazo de entrega e até hoje, 40 dias depois, não recebi o estorno de R$ 2.514,82."
601,2024-12-18,CE,Nordeste,Saúde — Planos,Sem resposta da empresa,"Boa noite, meu plano de saúde Bradesco Saúde negou autorização para um exame solicitado pelo médico em 30/08/23. Sem justificativa adequada.  Já não tenho paciência."
602,2024-10-08,GO,Centro-Oeste,Bancos e Cartões,Não resolvida,"O aplicativo do Caixa fica fora do ar há 7 dias, o que me impede de fazer pagamentos no prazo e gera multas e juros desnecessários.  Atenciosamente. 😡😠"
603,2023-07-13,SC,Sul,Energia Elétrica,Resolvida,"Recebi conta de luz com valor de R$ 61 mil este mês — três vezes maior que a média histórica, mesmo sem mudança de hábitos. A Celpe não explica.  Não recomendo a empresa."
604,2024-02-24,GO,Centro-Oeste,Bancos e Cartões,Sem resposta da empresa,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Bradesco e continuei recebendo cobranças de anuidade.
605,2023-12-23,SP,Sudeste,Educação,Resolvida,"Boa tarde, a Anhanguera nunca respondeu ao meu protocolo nº 1326313.  Vou registrar no Procon. 😩"
606,2024-10-26,MT,Centro-Oeste,Comércio Eletrônico,Não resolvida,Comprei um produto na Mercado Livre no dia 17-11-2024 e até agr naum recebi. O prazo era de 10 dias e já se passaram 25.  Espero solução urgente. Meu telefone para retorno: (31) 99988-7766.
607,2024-04-14,SP,Sudeste,Energia Elétrica,Sem resposta da empresa,ruim
608,2023-03-14,PB,Nordeste,Telecomunicações,Em análise,A internet caiu há 60 dias e a Tim não dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
609,2024-11-29,SP,Sudeste,Bancos e Cartões,Sem resposta da empresa,Fui ao caixa eletrônico do Caixa no dia 26/12/2024 e a máquina engoliu meu cartão sem fornecer recibo. Eu já procurei a agência e ninguém deu solução.
610,2023-01-23,MA,Nordeste,Bancos e Cartões,Não resolvida,
611,2024-09-24,SP,Sudeste,Telecomunicações,Resolvida,"Pésimo servicio, llamé tres veces y nadie me atendió correctamente."
612,2023-05-25,PB,Nordeste,Bancos e Cartões,Não resolvida,"sou cliente do Caixa ha 12 anos e me trataram super mal hoje na agencia, ninguem se importa em resolver os problemas"
613,2024-12-01,SP,Sudeste,Saúde — Planos,Sem resposta da empresa,Meu plano de saúde Bradesco Saúde negou autorização para um exame solicitado pelo médico em 28 de maio. Sem justificativa adequada.  Aguardo retorno. 🤬😩😠
614,2024-03-23,AP,Norte,Energia Elétrica,Resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo que tinha na geladeira e a Coelba nao da satisfação.  Quero cancelar tudo agora."
615,2024-05-01,SP,Sudeste,Saúde — Planos,Resolvida,"to tentando marcar consulta a meses, nao tem vaga em lugar nenhum, e o plano só sobe o preço todo ano"
616,2024-10-04,TO,Norte,Seguros,Em análise,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
617,2023-09-15,MG,Sudeste,Energia Elétrica,Não resolvida,ruim
618,2024-07-28,PB,Nordeste,Educação,Em análise,<p>Pedi cancelamento e nada foi feito.</p><br/><strong>Reembolso pendente</strong>
619,2023-04-15,SC,Sul,Bancos e Cartões,Resolvida,Solicitei o cancelamento do meu cartão de crédito no aplicativo do Itaú e continuei recebendo cobranças de anuidade
620,2023-01-09,AM,Norte,Telecomunicações,Resolvida,Contratei portabilidade da Oi para a Vivo e fiquei 20 dias sem linha funcionando. Perdi negócios importantes nesse período.
621,2024-08-31,RJ,Sudeste,Educação,Sem resposta da empresa,"Bom dia, tenho problemas recorrentes com a Anhanguera há meses. Eu já não confio mais."
622,2024-12-12,BA,Nordeste,Telecomunicações,Resolvida,A internet caiu há 7 dias e a Oi nunca dá previsão de retorno. Trabalho de casa e estou sem condições de exercer minhas atividades.
623,2024-04-09,SP,Sudeste,Comércio Eletrônico,Em análise,Comprei um produto na Submarino no dia 26-03-2024 e até agora não recebi. O prazo era de 10 dias e já se passaram 25.  Quero cancelar tudo agora.
624,2023-04-21,PE,Nordeste,Telecomunicações,Em análise,nao recomendo
625,2024-10-11,SP,Sudeste,Telecomunicações,Resolvida,"A Claro aumentou a mensalidade do meu plano de R$ 17,77 para R$ 255 sem aviso prévio. Considero isso prática abusiva."
626,2024-08-11,BA,Nordeste,Energia Elétrica,Resolvida,"ta sem luz aqui no bairro a 2 dias, perdi tudo q tinha na geladeira e a Light nao da satisfação.  Vou processar a empresa."
627,2023-02-19,SP,Sudeste,Energia Elétrica,Não resolvida,"minha conta de luz veio R$ 733,28, mes passado tinha vindo 200, ngm explica oq aconteceu, ja liguei na Light e disseram que ta tudo certo, mas como pode??"
628,2024-01-10,AM,Norte,Comércio Eletrônico,Em análise,O produto chegou com defeito e a Casas Bahia insiste que eu pague o frete da devolução. Isso é ilegal segundo o CDC. 💸
629,2023-08-26,MG,Sudeste,Telecomunicações,Sem resposta da empresa,Contratei portabilidade da Tim para a Claro e fiquei 30 dias sem linha funcionando. Perdi negócios importantes nesse período.
630,2023-02-03,MG,Sudeste,Telecomunicações,Não resolvida,I cancelled my subscription last month and they keep charging me. This is illegal in any country.
631,2023-08-06,SE,Nordeste,Seguros,Não resolvida,"Atendimento da SulAmérica é péssimo, ninguém resolve nada."
632,2023-03-06,SP,Sudeste,Telecomunicações,Em análise,"Olá, solicitei o cancelamento do plano em 01-12-2024 e continuei sendo cobrado. Já enviei e-mail, liguei na central e nada foi feito.  Estou indignado."
633,2024-11-02,MG,Sudeste,Comércio Eletrônico,Não resolvida,Recebi o produto errado da Magazine Luiza: pedi um notebook e veio um carregador. Solicitei a troca há duas semanas e ninguém retorna.
634,2024-06-06,BA,Nordeste,Bancos e Cartões,Sem resposta da empresa,"sou cliente do Santander ha 10 anos e me trataram super mal hoje na agencia, ninguem se importa em resolver os problemas"
635,2024-03-31,MG,Sudeste,Saúde — Planos,Resolvida,ok
636,2023-06-03,SP,Sudeste,Bancos e Cartões,Resolvida,"Solicitei a portabilidade do meu salário para o Inter em 24 de setembro e até hoje, 60 dias depois, o processo não foi concluído."
637,2024-11-15,RJ,Sudeste,Comércio Eletrônico,Resolvida,"Comprei um aspirador na Shopee, paguei R$ 461, e o produto chegou diferente do anunciado. Já tentei resolver pela central e fui ignorado."
638,2024-11-15,DF,Centro-Oeste,Transporte Aéreo,Não resolvida,"voo atrasou 8 horas, perdi conexao, a Azul nao deu nem agua direito, isso é desrespeito com o consumidor"
